교과,지역,원본값,연도,배치,지원,커트라인
사서,성남,3/3(2.7),2023,3,3,2.7
영양,성남,,2023,0,0,0.0
교육학,성남,,2023,0,0,0.0
도덕윤리,안양,10/13(4.0),2023,10,13,4.0
국어,안양,26/41(7.2),2023,26,41,7.2
수학,안양,26/46(6.1),2023,26,46,6.1
일반사회,안양,,2023,0,0,0.0
역사,안양,10/17(5.4),2023,10,17,5.4
지리,안양,4/5(3.6),2023,4,5,3.6
통합사회,안양,1/1(6.6),2023,1,1,6.6
물리,안양,4/8(7.1),2023,4,8,7.1
화학,안양,3/15(9.0),2023,3,15,9.0
생물,안양,4/7(6.3),2023,4,7,6.3
지구과학,안양,3/4(9.0),2023,3,4,9.0
통합과학,안양,5/6(3.0),2023,5,6,3.0
체육,안양,15/17(3.0),2023,15,17,3.0
음악,안양,1/15(10.9),2023,1,15,10.9
미술,안양,6/6(3.6),2023,6,6,3.6
한문,안양,3/5(4.9),2023,3,5,4.9
영어,안양,19/38(7.6),2023,19,38,7.6
일본어,안양,1/7(3.2),2023,1,7,3.2
중국어,안양,,2023,0,0,0.0
독일어,안양,,2023,0,0,0.0
프랑스어,안양,,2023,0,0,0.0
러시아어,안양,,2023,0,0,0.0
스페인어,안양,,2023,0,0,0.0
아랍어,안양,,2023,0,0,0.0
기술가정,안양,,2023,0,0,0.0
기술,안양,2/2(2.7),2023,2,2,2.7
가정,안양,8/8(2.0),2023,8,8,2.0
농업,안양,,2023,0,0,0.0
임업,안양,,2023,0,0,0.0
원예,안양,,2023,0,0,0.0
조경,안양,,2023,0,0,0.0
식물자원조경,안양,,2023,0,0,0.0
축산,안양,,2023,0,0,0.0
잠업,안양,,2023,0,0,0.0
동물자원,안양,,2023,0,0,0.0
식품가공,안양,,2023,0,0,0.0
농토목,안양,,2023,0,0,0.0
농업기계,안양,,2023,0,0,0.0
농기계,안양,,2023,0,0,0.0
농업토목,안양,,2023,0,0,0.0
농공,안양,,2023,0,0,0.0
공업,안양,,2023,0,0,0.0
건축,안양,,2023,0,0,0.0
토목,안양,,2023,0,0,0.0
건설,안양,,2023,0,0,0.0
전기,안양,,2023,0,0,0.0
전자,안양,1/1(6.0),2023,1,1,6.0
통신,안양,,2023,0,0,0.0
전기전자통신,안양,,2023,0,0,0.0
화공,안양,,2023,0,0,0.0
섬유,안양,,2023,0,0,0.0
화공섬유,안양,1/1(5.0),2023,1,1,5.0
금속,안양,,2023,0,0,0.0
기계,안양,,2023,0,0,0.0
재료,안양,,2023,0,0,0.0
자동차,안양,,2023,0,0,0.0
기계금속,안양,1/1,2023,1,1,0.0
환경,안양,,2023,0,0,0.0
상업정보,안양,1/7(2.0),2023,1,7,2.0
공예,안양,,2023,0,0,0.0
디자인,안양,,2023,0,0,0.0
디자인공예,안양,2/2(4.6),2023,2,2,4.6
정보컴퓨터,안양,12/12(3.0),2023,12,12,3.0
전자계산,안양,,2023,0,0,0.0
의상,안양,,2023,0,0,0.0
철학,안양,,2023,0,0,0.0
관광,안양,,2023,0,0,0.0
요업,안양,,2023,0,0,0.0
세라믹,안양,,2023,0,0,0.0
농산물유통,안양,,2023,0,0,0.0
미용,안양,,2023,0,0,0.0
조리,안양,,2023,0,0,0.0
연극영화,안양,,2023,0,0,0.0
만화,안양,,2023,0,0,0.0
심리학,안양,,2023,0,0,0.0
진로진학상담,안양,2/2(2.7),2023,2,2,2.7
전문상담,안양,4/10(6.5),2023,4,10,6.5
보건,안양,5/10(7.2),2023,5,10,7.2
사서,안양,1/1(4.0),2023,1,1,4.0
영양,안양,,2023,0,0,0.0
교육학,안양,,2023,0,0,0.0
도덕윤리,부천,11/13(2.7),2023,11,13,2.7
국어,부천,41/47(3.7),2023,41,47,3.7
수학,부천,34/34(2.0),2023,34,34,2.0
일반사회,부천,8/9(4.0),2023,8,9,4.0
역사,부천,18/18(3.0),2023,18,18,3.0
지리,부천,7/7(2.7),2023,7,7,2.7
통합사회,부천,4/4(2.9),2023,4,4,2.9
물리,부천,6/6(3.7),2023,6,6,3.7
화학,부천,6/6(3.1),2023,6,6,3.1
생물,부천,10/10(3.6),2023,10,10,3.6
지구과학,부천,3/3(1.5),2023,3,3,1.5
통합과학,부천,2/2,2023,2,2,0.0
체육,부천,12/12(2.0),2023,12,12,2.0
음악,부천,9/15(5.3),2023,9,15,5.3
미술,부천,9/9(4.6),2023,9,9,4.6
한문,부천,3/3(2.7),2023,3,3,2.7
영어,부천,25/25(2.0),2023,25,25,2.0
일본어,부천,6/6(4.0),2023,6,6,4.0
중국어,부천,3/6(5.2),2023,3,6,5.2
독일어,부천,,2023,0,0,0.0
프랑스어,부천,,2023,0,0,0.0
러시아어,부천,,2023,0,0,0.0
스페인어,부천,,2023,0,0,0.0
아랍어,부천,,2023,0,0,0.0
기술가정,부천,,2023,0,0,0.0
기술,부천,2/2(6.0),2023,2,2,6.0
가정,부천,4/4(3.0),2023,4,4,3.0
농업,부천,,2023,0,0,0.0
임업,부천,,2023,0,0,0.0
원예,부천,,2023,0,0,0.0
조경,부천,,2023,0,0,0.0
식물자원조경,부천,,2023,0,0,0.0
축산,부천,,2023,0,0,0.0
잠업,부천,,2023,0,0,0.0
동물자원,부천,,2023,0,0,0.0
식품가공,부천,,2023,0,0,0.0
농토목,부천,,2023,0,0,0.0
농업기계,부천,,2023,0,0,0.0
농기계,부천,,2023,0,0,0.0
농업토목,부천,,2023,0,0,0.0
농공,부천,,2023,0,0,0.0
공업,부천,,2023,0,0,0.0
건축,부천,,2023,0,0,0.0
토목,부천,,2023,0,0,0.0
건설,부천,1/1(7.6),2023,1,1,7.6
전기,부천,,2023,0,0,0.0
전자,부천,,2023,0,0,0.0
통신,부천,,2023,0,0,0.0
전기전자통신,부천,2/3(5.2),2023,2,3,5.2
화공,부천,,2023,0,0,0.0
섬유,부천,,2023,0,0,0.0
화공섬유,부천,,2023,0,0,0.0
금속,부천,,2023,0,0,0.0
기계,부천,1/1(4.6),2023,1,1,4.6
재료,부천,,2023,0,0,0.0
자동차,부천,,2023,0,0,0.0
기계금속,부천,,2023,0,0,0.0
환경,부천,,2023,0,0,0.0
상업정보,부천,,2023,0,0,0.0
공예,부천,,2023,0,0,0.0
디자인,부천,,2023,0,0,0.0
디자인공예,부천,,2023,0,0,0.0
정보컴퓨터,부천,5/5(3.0),2023,5,5,3.0
전자계산,부천,,2023,0,0,0.0
의상,부천,,2023,0,0,0.0
철학,부천,,2023,0,0,0.0
관광,부천,,2023,0,0,0.0
요업,부천,,2023,0,0,0.0
세라믹,부천,,2023,0,0,0.0
농산물유통,부천,,2023,0,0,0.0
미용,부천,,2023,0,0,0.0
조리,부천,,2023,0,0,0.0
연극영화,부천,,2023,0,0,0.0
만화,부천,,2023,0,0,0.0
심리학,부천,,2023,0,0,0.0
진로진학상담,부천,5/5(2.3),2023,5,5,2.3
전문상담,부천,6/10(4.3),2023,6,10,4.3
보건,부천,5/5(4.6),2023,5,5,4.6
사서,부천,1/1(6.9),2023,1,1,6.9
영양,부천,,2023,0,0,0.0
교육학,부천,,2023,0,0,0.0
도덕윤리,광명,7/11(5.0),2023,7,11,5.0
국어,광명,16/42(6.6),2023,16,42,6.6
수학,광명,13/54(7.0),2023,13,54,7.0
일반사회,광명,2/13(5.2),2023,2,13,5.2
역사,광명,4/17(6.6),2023,4,17,6.6
지리,광명,3/9(7.6),2023,3,9,7.6
통합사회,광명,,2023,0,0,0.0
물리,광명,2/7(7.6),2023,2,7,7.6
화학,광명,8/14(5.2),2023,8,14,5.2
생물,광명,3/5(5.2),2023,3,5,5.2
지구과학,광명,4/8(5.0),2023,4,8,5.0
통합과학,광명,1/6(7.6),2023,1,6,7.6
체육,광명,5/5(3.0),2023,5,5,3.0
음악,광명,5/8(5.6),2023,5,8,5.6
미술,광명,2/13(7.6),2023,2,13,7.6
한문,광명,,2023,0,0,0.0
영어,광명,12/26(6.6),2023,12,26,6.6
일본어,광명,,2023,0,0,0.0
중국어,광명,1/7(7.2),2023,1,7,7.2
독일어,광명,,2023,0,0,0.0
프랑스어,광명,,2023,0,0,0.0
러시아어,광명,,2023,0,0,0.0
스페인어,광명,,2023,0,0,0.0
아랍어,광명,,2023,0,0,0.0
기술가정,광명,,2023,0,0,0.0
기술,광명,3/8(6.0),2023,3,8,6.0
가정,광명,4/8(5.0),2023,4,8,5.0
농업,광명,,2023,0,0,0.0
임업,광명,,2023,0,0,0.0
원예,광명,,2023,0,0,0.0
조경,광명,,2023,0,0,0.0
식물자원조경,광명,,2023,0,0,0.0
축산,광명,,2023,0,0,0.0
잠업,광명,,2023,0,0,0.0
동물자원,광명,,2023,0,0,0.0
식품가공,광명,,2023,0,0,0.0
농토목,광명,,2023,0,0,0.0
농업기계,광명,,2023,0,0,0.0
농기계,광명,,2023,0,0,0.0
농업토목,광명,,2023,0,0,0.0
농공,광명,,2023,0,0,0.0
공업,광명,,2023,0,0,0.0
건축,광명,,2023,0,0,0.0
토목,광명,,2023,0,0,0.0
건설,광명,,2023,0,0,0.0
전기,광명,,2023,0,0,0.0
전자,광명,,2023,0,0,0.0
통신,광명,,2023,0,0,0.0
전기전자통신,광명,,2023,0,0,0.0
화공,광명,,2023,0,0,0.0
섬유,광명,,2023,0,0,0.0
화공섬유,광명,,2023,0,0,0.0
금속,광명,,2023,0,0,0.0
기계,광명,,2023,0,0,0.0
재료,광명,,2023,0,0,0.0
자동차,광명,,2023,0,0,0.0
기계금속,광명,,2023,0,0,0.0
환경,광명,,2023,0,0,0.0
상업정보,광명,,2023,0,0,0.0
공예,광명,,2023,0,0,0.0
디자인,광명,,2023,0,0,0.0
디자인공예,광명,1/1(10.0),2023,1,1,10.0
정보컴퓨터,광명,3/4(5.0),2023,3,4,5.0
전자계산,광명,,2023,0,0,0.0
의상,광명,,2023,0,0,0.0
철학,광명,,2023,0,0,0.0
관광,광명,1/1(5.0),2023,1,1,5.0
요업,광명,,2023,0,0,0.0
세라믹,광명,,2023,0,0,0.0
농산물유통,광명,,2023,0,0,0.0
미용,광명,,2023,0,0,0.0
조리,광명,,2023,0,0,0.0
연극영화,광명,,2023,0,0,0.0
만화,광명,,2023,0,0,0.0
심리학,광명,,2023,0,0,0.0
진로진학상담,광명,7/8(2.7),2023,7,8,2.7
전문상담,광명,3/5(4.6),2023,3,5,4.6
보건,광명,2/4(5.0),2023,2,4,5.0
사서,광명,,2023,0,0,0.0
영양,광명,,2023,0,0,0.0
교육학,광명,,2023,0,0,0.0
도덕윤리,안산,2/2(6.8),2023,2,2,6.8
국어,안산,5/5(1.0),2023,5,5,1.0
수학,안산,6/6(1.0),2023,6,6,1.0
일반사회,안산,2/2(4.10),2023,2,2,4.1
역사,안산,5/5(2.0),2023,5,5,2.0
지리,안산,1/1(4.0),2023,1,1,4.0
통합사회,안산,2/2(3.6),2023,2,2,3.6
물리,안산,1/1(7.0),2023,1,1,7.0
화학,안산,1/1(5.2),2023,1,1,5.2
생물,안산,1/1,2023,1,1,0.0
지구과학,안산,3/3(3.1),2023,3,3,3.1
통합과학,안산,1/1(2.6),2023,1,1,2.6
체육,안산,8/8(2.11),2023,8,8,2.11
음악,안산,,2023,0,0,0.0
미술,안산,,2023,0,0,0.0
한문,안산,1/1(12.7),2023,1,1,12.7
영어,안산,4/4(2.7),2023,4,4,2.7
일본어,안산,,2023,0,0,0.0
중국어,안산,1/1(1.0),2023,1,1,1.0
독일어,안산,,2023,0,0,0.0
프랑스어,안산,,2023,0,0,0.0
러시아어,안산,,2023,0,0,0.0
스페인어,안산,,2023,0,0,0.0
아랍어,안산,,2023,0,0,0.0
기술가정,안산,,2023,0,0,0.0
기술,안산,1/1(3.0),2023,1,1,3.0
가정,안산,2/2(3.0),2023,2,2,3.0
농업,안산,,2023,0,0,0.0
임업,안산,,2023,0,0,0.0
원예,안산,,2023,0,0,0.0
조경,안산,,2023,0,0,0.0
식물자원조경,안산,,2023,0,0,0.0
축산,안산,,2023,0,0,0.0
잠업,안산,,2023,0,0,0.0
동물자원,안산,,2023,0,0,0.0
식품가공,안산,,2023,0,0,0.0
농토목,안산,,2023,0,0,0.0
농업기계,안산,,2023,0,0,0.0
농기계,안산,,2023,0,0,0.0
농업토목,안산,,2023,0,0,0.0
농공,안산,,2023,0,0,0.0
공업,안산,,2023,0,0,0.0
건축,안산,,2023,0,0,0.0
토목,안산,,2023,0,0,0.0
건설,안산,,2023,0,0,0.0
전기,안산,,2023,0,0,0.0
전자,안산,,2023,0,0,0.0
통신,안산,,2023,0,0,0.0
전기전자통신,안산,,2023,0,0,0.0
화공,안산,,2023,0,0,0.0
섬유,안산,,2023,0,0,0.0
화공섬유,안산,,2023,0,0,0.0
금속,안산,,2023,0,0,0.0
기계,안산,,2023,0,0,0.0
재료,안산,,2023,0,0,0.0
자동차,안산,,2023,0,0,0.0
기계금속,안산,,2023,0,0,0.0
환경,안산,,2023,0,0,0.0
상업정보,안산,1/2(4.9),2023,1,2,4.9
공예,안산,,2023,0,0,0.0
디자인,안산,,2023,0,0,0.0
디자인공예,안산,2/3(3.0),2023,2,3,3.0
정보컴퓨터,안산,2/2(3.0),2023,2,2,3.0
전자계산,안산,,2023,0,0,0.0
의상,안산,,2023,0,0,0.0
철학,안산,,2023,0,0,0.0
관광,안산,,2023,0,0,0.0
요업,안산,,2023,0,0,0.0
세라믹,안산,,2023,0,0,0.0
농산물유통,안산,,2023,0,0,0.0
미용,안산,,2023,0,0,0.0
조리,안산,,2023,0,0,0.0
연극영화,안산,,2023,0,0,0.0
만화,안산,,2023,0,0,0.0
심리학,안산,,2023,0,0,0.0
진로진학상담,안산,1/1(5.4),2023,1,1,5.4
전문상담,안산,1/1(6.10),2023,1,1,6.1
보건,안산,1/1(2.7),2023,1,1,2.7
사서,안산,,2023,0,0,0.0
영양,안산,,2023,0,0,0.0
교육학,안산,,2023,0,0,0.0
도덕윤리,평택,2/2(2.0),2023,2,2,2.0
국어,평택,9/9(4.0),2023,9,9,4.0
수학,평택,9/9(2.0),2023,9,9,2.0
일반사회,평택,3/3(5.0),2023,3,3,5.0
역사,평택,5/5(3.7),2023,5,5,3.7
지리,평택,3/3(4.0),2023,3,3,4.0
통합사회,평택,3/3(2.0),2023,3,3,2.0
물리,평택,,2023,0,0,0.0
화학,평택,3/3(2.0),2023,3,3,2.0
생물,평택,1/1(10.1),2023,1,1,10.1
지구과학,평택,3/3(3.7),2023,3,3,3.7
통합과학,평택,,2023,0,0,0.0
체육,평택,6/6(2.7),2023,6,6,2.7
음악,평택,4/4(1.0),2023,4,4,1.0
미술,평택,4/4(2.0),2023,4,4,2.0
한문,평택,,2023,0,0,0.0
영어,평택,5/5(4.0),2023,5,5,4.0
일본어,평택,,2023,0,0,0.0
중국어,평택,,2023,0,0,0.0
독일어,평택,,2023,0,0,0.0
프랑스어,평택,,2023,0,0,0.0
러시아어,평택,,2023,0,0,0.0
스페인어,평택,,2023,0,0,0.0
아랍어,평택,,2023,0,0,0.0
기술가정,평택,,2023,0,0,0.0
기술,평택,8/8(1.0),2023,8,8,1.0
가정,평택,,2023,0,0,0.0
농업,평택,,2023,0,0,0.0
임업,평택,,2023,0,0,0.0
원예,평택,,2023,0,0,0.0
조경,평택,,2023,0,0,0.0
식물자원조경,평택,,2023,0,0,0.0
축산,평택,,2023,0,0,0.0
잠업,평택,,2023,0,0,0.0
동물자원,평택,,2023,0,0,0.0
식품가공,평택,,2023,0,0,0.0
농토목,평택,,2023,0,0,0.0
농업기계,평택,,2023,0,0,0.0
농기계,평택,,2023,0,0,0.0
농업토목,평택,,2023,0,0,0.0
농공,평택,,2023,0,0,0.0
공업,평택,,2023,0,0,0.0
건축,평택,,2023,0,0,0.0
토목,평택,,2023,0,0,0.0
건설,평택,,2023,0,0,0.0
전기,평택,,2023,0,0,0.0
전자,평택,,2023,0,0,0.0
통신,평택,,2023,0,0,0.0
전기전자통신,평택,2/2(5.2),2023,2,2,5.2
화공,평택,,2023,0,0,0.0
섬유,평택,,2023,0,0,0.0
화공섬유,평택,,2023,0,0,0.0
금속,평택,,2023,0,0,0.0
기계,평택,,2023,0,0,0.0
재료,평택,,2023,0,0,0.0
자동차,평택,,2023,0,0,0.0
기계금속,평택,2/2(3.10),2023,2,2,3.1
환경,평택,,2023,0,0,0.0
상업정보,평택,,2023,0,0,0.0
공예,평택,,2023,0,0,0.0
디자인,평택,,2023,0,0,0.0
디자인공예,평택,,2023,0,0,0.0
정보컴퓨터,평택,1/1(5.3),2023,1,1,5.3
전자계산,평택,,2023,0,0,0.0
의상,평택,,2023,0,0,0.0
철학,평택,,2023,0,0,0.0
관광,평택,,2023,0,0,0.0
요업,평택,,2023,0,0,0.0
세라믹,평택,,2023,0,0,0.0
농산물유통,평택,,2023,0,0,0.0
미용,평택,,2023,0,0,0.0
조리,평택,,2023,0,0,0.0
연극영화,평택,,2023,0,0,0.0
만화,평택,,2023,0,0,0.0
심리학,평택,,2023,0,0,0.0
진로진학상담,평택,2/2(2.0),2023,2,2,2.0
전문상담,평택,,2023,0,0,0.0
보건,평택,4/4(3.10),2023,4,4,3.1
사서,평택,1/1(3.10),2023,1,1,3.1
영양,평택,,2023,0,0,0.0
교육학,평택,,2023,0,0,0.0
도덕윤리,군포,9/9(2.0),2023,9,9,2.0
국어,군포,7/35(9.6),2023,7,35,9.6
수학,군포,22/38(5.2),2023,22,38,5.2
일반사회,군포,4/5(7.2),2023,4,5,7.2
역사,군포,3/11(8.0),2023,3,11,8.0
지리,군포,2/5(7.6),2023,2,5,7.6
통합사회,군포,,2023,0,0,0.0
물리,군포,6/6(5.0),2023,6,6,5.0
화학,군포,7/9(4.3),2023,7,9,4.3
생물,군포,4/5(5.0),2023,4,5,5.0
지구과학,군포,2/3(10.9),2023,2,3,10.9
통합과학,군포,2/3(5.0),2023,2,3,5.0
체육,군포,9/12(4.0),2023,9,12,4.0
음악,군포,6/6(2.7),2023,6,6,2.7
미술,군포,7/7(1.0),2023,7,7,1.0
한문,군포,3/5(4.9),2023,3,5,4.9
영어,군포,11/43(7.9),2023,11,43,7.9
일본어,군포,2/3(4.6),2023,2,3,4.6
중국어,군포,1/7(7.2),2023,1,7,7.2
독일어,군포,,2023,0,0,0.0
프랑스어,군포,,2023,0,0,0.0
러시아어,군포,,2023,0,0,0.0
스페인어,군포,,2023,0,0,0.0
아랍어,군포,,2023,0,0,0.0
기술가정,군포,,2023,0,0,0.0
기술,군포,4/4(5.0),2023,4,4,5.0
가정,군포,4/4(3.1),2023,4,4,3.1
농업,군포,,2023,0,0,0.0
임업,군포,,2023,0,0,0.0
원예,군포,,2023,0,0,0.0
조경,군포,,2023,0,0,0.0
식물자원조경,군포,,2023,0,0,0.0
축산,군포,,2023,0,0,0.0
잠업,군포,,2023,0,0,0.0
동물자원,군포,,2023,0,0,0.0
식품가공,군포,,2023,0,0,0.0
농토목,군포,,2023,0,0,0.0
농업기계,군포,,2023,0,0,0.0
농기계,군포,,2023,0,0,0.0
농업토목,군포,,2023,0,0,0.0
농공,군포,,2023,0,0,0.0
공업,군포,,2023,0,0,0.0
건축,군포,,2023,0,0,0.0
토목,군포,,2023,0,0,0.0
건설,군포,2/2(4.0),2023,2,2,4.0
전기,군포,,2023,0,0,0.0
전자,군포,,2023,0,0,0.0
통신,군포,,2023,0,0,0.0
전기전자통신,군포,,2023,0,0,0.0
화공,군포,,2023,0,0,0.0
섬유,군포,,2023,0,0,0.0
화공섬유,군포,1/1(4.0),2023,1,1,4.0
금속,군포,,2023,0,0,0.0
기계,군포,,2023,0,0,0.0
재료,군포,,2023,0,0,0.0
자동차,군포,,2023,0,0,0.0
기계금속,군포,1/1(15.6),2023,1,1,15.6
환경,군포,,2023,0,0,0.0
상업정보,군포,,2023,0,0,0.0
공예,군포,,2023,0,0,0.0
디자인,군포,,2023,0,0,0.0
디자인공예,군포,1/1(5.0),2023,1,1,5.0
정보컴퓨터,군포,5/5(3.0),2023,5,5,3.0
전자계산,군포,,2023,0,0,0.0
의상,군포,,2023,0,0,0.0
철학,군포,,2023,0,0,0.0
관광,군포,,2023,0,0,0.0
요업,군포,,2023,0,0,0.0
세라믹,군포,,2023,0,0,0.0
농산물유통,군포,,2023,0,0,0.0
미용,군포,,2023,0,0,0.0
조리,군포,,2023,0,0,0.0
연극영화,군포,,2023,0,0,0.0
만화,군포,,2023,0,0,0.0
심리학,군포,,2023,0,0,0.0
진로진학상담,군포,7/7(2.0),2023,7,7,2.0
전문상담,군포,2/2(6.0),2023,2,2,6.0
보건,군포,3/7(5.0),2023,3,7,5.0
사서,군포,,2023,0,0,0.0
영양,군포,,2023,0,0,0.0
교육학,군포,,2023,0,0,0.0
도덕윤리,여주,1/1(7.6),2023,1,1,7.6
국어,여주,7/7(4.0),2023,7,7,4.0
수학,여주,6/6(6.0),2023,6,6,6.0
일반사회,여주,3/3(6.6),2023,3,3,6.6
역사,여주,1/1(10.0),2023,1,1,10.0
지리,여주,,2023,0,0,0.0
통합사회,여주,,2023,0,0,0.0
물리,여주,1/1(9.6),2023,1,1,9.6
화학,여주,1/1(2.0),2023,1,1,2.0
생물,여주,,2023,0,0,0.0
지구과학,여주,,2023,0,0,0.0
통합과학,여주,,2023,0,0,0.0
체육,여주,3/6(7.6),2023,3,6,7.6
음악,여주,,2023,0,0,0.0
미술,여주,2/2(2.7),2023,2,2,2.7
한문,여주,1/1(10.0),2023,1,1,10.0
영어,여주,3/3(4.0),2023,3,3,4.0
일본어,여주,,2023,0,0,0.0
중국어,여주,,2023,0,0,0.0
독일어,여주,,2023,0,0,0.0
프랑스어,여주,,2023,0,0,0.0
러시아어,여주,,2023,0,0,0.0
스페인어,여주,,2023,0,0,0.0
아랍어,여주,,2023,0,0,0.0
기술가정,여주,,2023,0,0,0.0
기술,여주,1/1(14.3),2023,1,1,14.3
가정,여주,,2023,0,0,0.0
농업,여주,,2023,0,0,0.0
임업,여주,,2023,0,0,0.0
원예,여주,,2023,0,0,0.0
조경,여주,,2023,0,0,0.0
식물자원조경,여주,,2023,0,0,0.0
축산,여주,,2023,0,0,0.0
잠업,여주,,2023,0,0,0.0
동물자원,여주,1/1(5.2),2023,1,1,5.2
식품가공,여주,3/3(6.6),2023,3,3,6.6
농토목,여주,,2023,0,0,0.0
농업기계,여주,,2023,0,0,0.0
농기계,여주,,2023,0,0,0.0
농업토목,여주,,2023,0,0,0.0
농공,여주,,2023,0,0,0.0
공업,여주,,2023,0,0,0.0
건축,여주,,2023,0,0,0.0
토목,여주,,2023,0,0,0.0
건설,여주,,2023,0,0,0.0
전기,여주,,2023,0,0,0.0
전자,여주,,2023,0,0,0.0
통신,여주,,2023,0,0,0.0
전기전자통신,여주,,2023,0,0,0.0
화공,여주,,2023,0,0,0.0
섬유,여주,,2023,0,0,0.0
화공섬유,여주,,2023,0,0,0.0
금속,여주,,2023,0,0,0.0
기계,여주,,2023,0,0,0.0
재료,여주,,2023,0,0,0.0
자동차,여주,,2023,0,0,0.0
기계금속,여주,,2023,0,0,0.0
환경,여주,,2023,0,0,0.0
상업정보,여주,,2023,0,0,0.0
공예,여주,,2023,0,0,0.0
디자인,여주,,2023,0,0,0.0
디자인공예,여주,,2023,0,0,0.0
정보컴퓨터,여주,1/1,2023,1,1,0.0
전자계산,여주,,2023,0,0,0.0
의상,여주,,2023,0,0,0.0
철학,여주,,2023,0,0,0.0
관광,여주,,2023,0,0,0.0
요업,여주,,2023,0,0,0.0
세라믹,여주,,2023,0,0,0.0
농산물유통,여주,,2023,0,0,0.0
미용,여주,,2023,0,0,0.0
조리,여주,,2023,0,0,0.0
연극영화,여주,,2023,0,0,0.0
만화,여주,,2023,0,0,0.0
심리학,여주,,2023,0,0,0.0
진로진학상담,여주,,2023,0,0,0.0
전문상담,여주,,2023,0,0,0.0
보건,여주,,2023,0,0,0.0
사서,여주,1/1(10.0),2023,1,1,10.0
영양,여주,,2023,0,0,0.0
교육학,여주,,2023,0,0,0.0
도덕윤리,화성,8/8(2.7),2023,8,8,2.7
국어,화성,27/27(2.0),2023,27,27,2.0
수학,화성,25/25(2.0),2023,25,25,2.0
일반사회,화성,3/3(4.6),2023,3,3,4.6
역사,화성,9/9(2.7),2023,9,9,2.7
지리,화성,3/3(3.0),2023,3,3,3.0
통합사회,화성,2/2(1.5),2023,2,2,1.5
물리,화성,8/8(3.0),2023,8,8,3.0
화학,화성,8/8(3.0),2023,8,8,3.0
생물,화성,2/2(4.0),2023,2,2,4.0
지구과학,화성,6/6(1.0),2023,6,6,1.0
통합과학,화성,6/6(3.0),2023,6,6,3.0
체육,화성,21/21(2.0),2023,21,21,2.0
음악,화성,4/4(3.1),2023,4,4,3.1
미술,화성,9/9(1.0),2023,9,9,1.0
한문,화성,5/5(4.0),2023,5,5,4.0
영어,화성,20/20(2.0),2023,20,20,2.0
일본어,화성,1/1(3.0),2023,1,1,3.0
중국어,화성,3/3(4.0),2023,3,3,4.0
독일어,화성,,2023,0,0,0.0
프랑스어,화성,,2023,0,0,0.0
러시아어,화성,,2023,0,0,0.0
스페인어,화성,,2023,0,0,0.0
아랍어,화성,,2023,0,0,0.0
기술가정,화성,,2023,0,0,0.0
기술,화성,4/4(5.2),2023,4,4,5.2
가정,화성,5/5(4.7),2023,5,5,4.7
농업,화성,,2023,0,0,0.0
임업,화성,,2023,0,0,0.0
원예,화성,,2023,0,0,0.0
조경,화성,,2023,0,0,0.0
식물자원조경,화성,,2023,0,0,0.0
축산,화성,,2023,0,0,0.0
잠업,화성,,2023,0,0,0.0
동물자원,화성,1/1(6.0),2023,1,1,6.0
식품가공,화성,2/4(7.6),2023,2,4,7.6
농토목,화성,,2023,0,0,0.0
농업기계,화성,,2023,0,0,0.0
농기계,화성,,2023,0,0,0.0
농업토목,화성,,2023,0,0,0.0
농공,화성,,2023,0,0,0.0
공업,화성,,2023,0,0,0.0
건축,화성,,2023,0,0,0.0
토목,화성,,2023,0,0,0.0
건설,화성,,2023,0,0,0.0
전기,화성,,2023,0,0,0.0
전자,화성,,2023,0,0,0.0
통신,화성,,2023,0,0,0.0
전기전자통신,화성,,2023,0,0,0.0
화공,화성,,2023,0,0,0.0
섬유,화성,,2023,0,0,0.0
화공섬유,화성,,2023,0,0,0.0
금속,화성,,2023,0,0,0.0
기계,화성,,2023,0,0,0.0
재료,화성,,2023,0,0,0.0
자동차,화성,,2023,0,0,0.0
기계금속,화성,,2023,0,0,0.0
환경,화성,,2023,0,0,0.0
상업정보,화성,1/4(7.6),2023,1,4,7.6
공예,화성,,2023,0,0,0.0
디자인,화성,,2023,0,0,0.0
디자인공예,화성,,2023,0,0,0.0
정보컴퓨터,화성,5/5(5.0),2023,5,5,5.0
전자계산,화성,,2023,0,0,0.0
의상,화성,,2023,0,0,0.0
철학,화성,,2023,0,0,0.0
관광,화성,1/1(4.0),2023,1,1,4.0
요업,화성,,2023,0,0,0.0
세라믹,화성,,2023,0,0,0.0
농산물유통,화성,,2023,0,0,0.0
미용,화성,,2023,0,0,0.0
조리,화성,,2023,0,0,0.0
연극영화,화성,,2023,0,0,0.0
만화,화성,,2023,0,0,0.0
심리학,화성,,2023,0,0,0.0
진로진학상담,화성,3/3(7.6),2023,3,3,7.6
